"substance" "annee_N_1" "quantite_substance_N_1" "annee.x" "quantite_substance.x" "annee.y" "quantite_substance.y"
"318" "bacillus_thuringiensis_ssp_kurstaki" "2014" 0 "2015" 0.756 "2015" 0.756
"319" "bacillus_thuringiensis_ssp_kurstaki" "2014" 0 "2015" 0.756 "2017" 13915.874196
"320" "bacillus_thuringiensis_ssp_kurstaki_souche_eg_2348" "2017" 0 "2018" 151.125 "2018" 151.125
"321" "bacillus_thuringiensis_ssp_kurstaki_souche_eg_2348" "2017" 0 "2018" 151.125 "2019" 260.775
"322" "bacillus_thuringiensis_ssp_kurstaki_souche_sa-11" "2017" 0 "2018" 25916.5697 "2018" 25916.5697
"323" "bacillus_thuringiensis_ssp_kurstaki_souche_sa-11" "2017" 0 "2018" 25916.5697 "2017" 0
"324" "bacillus_thuringiensis_ssp_kurstaki_souche_sa-11" "2017" 0 "2018" 25916.5697 "2019" 31355.7231
"325" "beflubutamide" "2008" 0 "2009" 1458.6 "2009" 1458.6
"326" "beflubutamide" "2008" 0 "2009" 1458.6 "2015" 60631.338525
"327" "beflubutamide" "2008" 0 "2009" 1458.6 "2010" 5836.88625
"328" "beflubutamide" "2008" 0 "2009" 1458.6 "2013" 18576.22385
"329" "beflubutamide" "2008" 0 "2009" 1458.6 "2012" 12147.0695
"330" "beflubutamide" "2008" 0 "2009" 1458.6 "2018" 1555.1
"331" "beflubutamide" "2008" 0 "2009" 1458.6 "2017" 1063.2718
"332" "beflubutamide" "2008" 0 "2009" 1458.6 "2014" 42451.7931
"333" "beflubutamide" "2008" 0 "2009" 1458.6 "2011" 9649.523
"334" "beflubutamide" "2008" 0 "2009" 1458.6 "2016" 33580.19435
"335" "beflubutamide" "2008" 0 "2009" 1458.6 "2019" 977.75
"336" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2008" 0
"337" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2014" 10646.333875
"338" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2013" 10594.5145
"339" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2010" 11202.1645
"340" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2012" 9127.97825
"341" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2016" 8791.802875
"342" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2018" 9129.1978
"343" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2019" 3461.1415
"344" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2017" 7274.708275
"345" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2009" 4563.63875
"346" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2011" 10247.4566375
"347" "benalaxyl-m" "2008" 0 "2009" 4563.63875 "2015" 7284.071175
"348" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2013" 2094.162
"349" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2015" 969.4999125
"350" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2017" 865.554375
"351" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2018" 1888.327875
"352" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2019" 1238.313966
"353" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2010" 2658.80475
"354" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2008" 0
"355" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2011" 1892.1175
"356" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2014" 2354.748025
"357" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2009" 1896.65875
"358" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2016" 1280.5975
"359" "benthiavalicarbe" "2008" 0 "2009" 1896.65875 "2012" 2570.58025
"360" "benzovindiflupyr" "2015" 0 "2016" 788.32075 "2018" 66072.5021
"361" "benzovindiflupyr" "2015" 0 "2016" 788.32075 "2019" 36431.0432
"362" "benzovindiflupyr" "2015" 0 "2016" 788.32075 "2016" 788.32075
"363" "benzovindiflupyr" "2015" 0 "2016" 788.32075 "2017" 35840.765975
"364" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2013" 13573.055
"365" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2011" 909.5
"366" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2012" 3956.75
"367" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2018" 103438.7595
"368" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2014" 18863.387
"369" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2017" 65043.02
"370" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2019" 128470.283013
"371" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2016" 41203.7772
"372" "bicarbonate_de_potassium" "2010" 0 "2011" 909.5 "2015" 17137.2325
"373" "bisulfate_de_sodium" "2013" 0 "2014" 882 "2008" 420
"374" "bisulfate_de_sodium" "2013" 0 "2014" 882 "2014" 882
"375" "bisulfate_de_sodium" "2013" 0 "2014" 882 "2015" 599.2
"376" "bixafen" "2010" 0 "2011" 664.65 "2014" 84766.331475
"377" "bixafen" "2010" 0 "2011" 664.65 "2017" 76360.19335
"378" "bixafen" "2010" 0 "2011" 664.65 "2012" 47272.309725
"379" "bixafen" "2010" 0 "2011" 664.65 "2019" 62779.069885
"380" "bixafen" "2010" 0 "2011" 664.65 "2016" 88701.611055
"381" "bixafen" "2010" 0 "2011" 664.65 "2018" 94767.21972
"382" "bixafen" "2010" 0 "2011" 664.65 "2013" 81985.775175
"383" "bixafen" "2010" 0 "2011" 664.65 "2015" 90855.661975
"384" "bixafen" "2010" 0 "2011" 664.65 "2011" 664.65
"385" "brai" "2008" 0 "2009" 858.4212 "2009" 858.4212
"386" "brai" "2008" 0 "2009" 858.4212 "2011" 419.18744
"387" "brai" "2008" 0 "2009" 858.4212 "2010" 162.57024
"388" "bromuconazole" "2013" 0 "2014" 120.79 "2017" 34279.0207
"389" "bromuconazole" "2013" 0 "2014" 120.79 "2008" 56919.3057
"390" "bromuconazole" "2013" 0 "2014" 120.79 "2015" 8025.85615
"391" "bromuconazole" "2013" 0 "2014" 120.79 "2010" 88.33
"392" "bromuconazole" "2013" 0 "2014" 120.79 "2018" 87767.238576
"393" "bromuconazole" "2013" 0 "2014" 120.79 "2009" 51657.7389
"394" "bromuconazole" "2013" 0 "2014" 120.79 "2011" 0.45
"395" "bromuconazole" "2013" 0 "2014" 120.79 "2014" 120.79
"396" "bromuconazole" "2013" 0 "2014" 120.79 "2016" 14898.91632
"397" "bromuconazole" "2013" 0 "2014" 120.79 "2019" 53165.14201
"398" "bromuconazole" "2013" 0 "2014" 120.79 "2012" 2.505
"399" "buprofezine" "2018" 0 "2019" 0.022 "2010" 48.96188
"400" "buprofezine" "2018" 0 "2019" 0.022 "2016" 0.88
"401" "buprofezine" "2018" 0 "2019" 0.022 "2013" 7.92
"402" "buprofezine" "2018" 0 "2019" 0.022 "2009" 424.22468
"403" "buprofezine" "2018" 0 "2019" 0.022 "2012" 9.13044
"404" "buprofezine" "2018" 0 "2019" 0.022 "2015" 10.824
"405" "buprofezine" "2018" 0 "2019" 0.022 "2011" 28.51442
"406" "buprofezine" "2018" 0 "2019" 0.022 "2019" 0.022
"407" "buprofezine" "2018" 0 "2019" 0.022 "2014" 6.00424
"408" "buprofezine" "2018" 0 "2019" 0.022 "2008" 198.50072
"409" "butraline" "2012" 0 "2013" 2.544 "2008" 4995.795
"410" "butraline" "2012" 0 "2013" 2.544 "2011" 1.92
"411" "butraline" "2012" 0 "2013" 2.544 "2009" 8133.66
"412" "butraline" "2012" 0 "2013" 2.544 "2010" 230.295
"413" "butraline" "2012" 0 "2013" 2.544 "2013" 2.544
"414" "candida_oleophila_souche_o" "2014" 0 "2015" 1.3024 "2018" 0.1736262
"415" "candida_oleophila_souche_o" "2014" 0 "2015" 1.3024 "2019" 0.56166
"416" "candida_oleophila_souche_o" "2014" 0 "2015" 1.3024 "2015" 1.3024
"417" "candida_oleophila_souche_o" "2014" 0 "2015" 1.3024 "2017" 0.0407
"418" "candida_oleophila_souche_o" "2016" 0 "2017" 0.0407 "2018" 0.1736262
"419" "candida_oleophila_souche_o" "2016" 0 "2017" 0.0407 "2019" 0.56166
"420" "candida_oleophila_souche_o" "2016" 0 "2017" 0.0407 "2015" 1.3024
"421" "candida_oleophila_souche_o" "2016" 0 "2017" 0.0407 "2017" 0.0407
"422" "carbendazime" "2017" 0 "2018" 44.999875 "2013" 2.33
"423" "carbendazime" "2017" 0 "2018" 44.999875 "2018" 44.999875
"424" "carbendazime" "2017" 0 "2018" 44.999875 "2019" 3.55
"425" "carbendazime" "2017" 0 "2018" 44.999875 "2010" 233.035
"426" "carbendazime" "2017" 0 "2018" 44.999875 "2011" 39.125
"427" "carbendazime" "2017" 0 "2018" 44.999875 "2012" 20.815
"428" "carbendazime" "2017" 0 "2018" 44.999875 "2008" 50735.6706
"429" "carbendazime" "2017" 0 "2018" 44.999875 "2009" 775.018
"430" "carbendazime" "2017" 0 "2018" 44.999875 "2014" 1.995
"431" "carbonate_d'ammonium" "2017" 0 "2018" 22.886137982 "2019" 24.236679
"432" "carbonate_d'ammonium" "2017" 0 "2018" 22.886137982 "2018" 22.886137982
"433" "carbosulfan" "2013" 0 "2014" 1 "2014" 1
"434" "carbosulfan" "2013" 0 "2014" 1 "2010" 10.2
"435" "carbosulfan" "2013" 0 "2014" 1 "2009" 67.3
"436" "carbosulfan" "2013" 0 "2014" 1 "2012" 2.3
"437" "carbosulfan" "2013" 0 "2014" 1 "2015" 6.5
"438" "carbosulfan" "2013" 0 "2014" 1 "2008" 97717.61
"439" "carbosulfan" "2013" 0 "2014" 1 "2017" 2.5
"440" "carbosulfan" "2013" 0 "2014" 1 "2011" 1.1
"441" "carbosulfan" "2013" 0 "2014" 1 "2016" 12
"442" "cerevisane" "2016" 0 "2017" 8.507581 "2018" 5452.099422
"443" "cerevisane" "2016" 0 "2017" 8.507581 "2019" 3609.75128
"444" "cerevisane" "2016" 0 "2017" 8.507581 "2017" 8.507581
"445" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2015" 16153.87085
"446" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2019" 16552.109
"447" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2011" 4252.740535
"448" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2013" 9100.29495
"449" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2018" 24106.2919
"450" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2010" 243.86105
"451" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2014" 15833.6075
"452" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2016" 17415.94965
"453" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2012" 5839.75635
"454" "chlorantraniliprole" "2009" 0 "2010" 243.86105 "2017" 16879.66665
"455" "chlorophacinone" "2013" 0 "2014" 0.00225 "2010" 0.083115
"456" "chlorophacinone" "2013" 0 "2014" 0.00225 "2012" 0.00207
"457" "chlorophacinone" "2013" 0 "2014" 0.00225 "2008" 0.13509
"458" "chlorophacinone" "2013" 0 "2014" 0.00225 "2009" 0.0700425
"459" "chlorophacinone" "2013" 0 "2014" 0.00225 "2014" 0.00225
"460" "chlorophacinone" "2013" 0 "2014" 0.00225 "2011" 0.0061125
"461" "cires_de_petrole" "2013" 0 "2014" 1.92 "2010" 3360
"462" "cires_de_petrole" "2013" 0 "2014" 1.92 "2009" 10964.16
"463" "cires_de_petrole" "2013" 0 "2014" 1.92 "2008" 12215.04
"464" "cires_de_petrole" "2013" 0 "2014" 1.92 "2014" 1.92
"465" "cires_de_petrole" "2013" 0 "2014" 1.92 "2011" 236.16
"466" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2017" 51683.38525
"467" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2016" 48388.31354
"468" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2018" 13748.5314
"469" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2019" 9754.08015
"470" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2010" 51052.633
"471" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2011" 58767.734
"472" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2014" 46900.5236
"473" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2012" 61444.1122
"474" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2015" 50132.27705
"475" "clopyralid_(sous_forme_de_sel_de_monoethanolamine)" "2009" 0 "2010" 51052.633 "2013" 54906.9335
"476" "clothianidine" "2009" 0 "2010" 0.5 "2012" 720.641361
"477" "clothianidine" "2009" 0 "2010" 0.5 "2011" 709.455
"478" "clothianidine" "2009" 0 "2010" 0.5 "2017" 600.664
"479" "clothianidine" "2009" 0 "2010" 0.5 "2010" 0.5
"480" "clothianidine" "2009" 0 "2010" 0.5 "2014" 169.42314
"481" "clothianidine" "2009" 0 "2010" 0.5 "2019" 12.9
"482" "clothianidine" "2009" 0 "2010" 0.5 "2015" 114.40648
"483" "clothianidine" "2009" 0 "2010" 0.5 "2013" 1642.511143
"484" "clothianidine" "2009" 0 "2010" 0.5 "2016" 475.3442
"485" "clothianidine" "2009" 0 "2010" 0.5 "2018" 1503.8365
"486" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2015" 0
"487" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2019" 62.02
"488" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2018" 135.803215
"489" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2012" 307.47472
"490" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2013" 0
"491" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2017" 176.6068535
"492" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2016" 0
"493" "colophane_traitee_au_maleate" "2016" 0 "2017" 176.6068535 "2014" 0
"494" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2015" 0
"495" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2019" 62.02
"496" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2018" 135.803215
"497" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2012" 307.47472
"498" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2013" 0
"499" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2017" 176.6068535
"500" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2016" 0
"501" "colophane_traitee_au_maleate" "2011" 0 "2012" 307.47472 "2014" 0
"502" "composition_complexe" "2017" 0 "2018" 41.574 "2013" 2887.084
"503" "composition_complexe" "2017" 0 "2018" 41.574 "2011" 4773.476
"504" "composition_complexe" "2017" 0 "2018" 41.574 "2015" 15.99
"505" "composition_complexe" "2017" 0 "2018" 41.574 "2008" 8501.2
"506" "composition_complexe" "2017" 0 "2018" 41.574 "2014" 334.172
"507" "composition_complexe" "2017" 0 "2018" 41.574 "2010" 5.33
"508" "composition_complexe" "2017" 0 "2018" 41.574 "2018" 41.574
"509" "composition_complexe" "2017" 0 "2018" 41.574 "2012" 10891.082
"510" "composition_complexe" "2017" 0 "2018" 41.574 "2019" 10.66
"511" "composition_complexe" "2009" 0 "2010" 5.33 "2013" 2887.084
"512" "composition_complexe" "2009" 0 "2010" 5.33 "2011" 4773.476
"513" "composition_complexe" "2009" 0 "2010" 5.33 "2015" 15.99
"514" "composition_complexe" "2009" 0 "2010" 5.33 "2008" 8501.2
"515" "composition_complexe" "2009" 0 "2010" 5.33 "2014" 334.172
"516" "composition_complexe" "2009" 0 "2010" 5.33 "2010" 5.33
"517" "composition_complexe" "2009" 0 "2010" 5.33 "2018" 41.574
"518" "composition_complexe" "2009" 0 "2010" 5.33 "2012" 10891.082
"519" "composition_complexe" "2009" 0 "2010" 5.33 "2019" 10.66
"520" "cos-oga" "2015" 0 "2016" 1.5 "2018" 411.599875
"521" "cos-oga" "2015" 0 "2016" 1.5 "2017" 412.0215
"522" "cos-oga" "2015" 0 "2016" 1.5 "2016" 1.5
"523" "cos-oga" "2015" 0 "2016" 1.5 "2019" 883.988
"524" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2019" 169254.906842
"525" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2014" 157425.75181
"526" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2011" 52347.9663634
"527" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2017" 140626.4454385
"528" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2013" 137096.858278
"529" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2015" 124698.84103
"530" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2018" 266905.7574246
"531" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2016" 163568.0848095
"532" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2009" 0.779
"533" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2012" 111114.913232
"534" "cuivre_du_sulfate_tribasique" "2008" 0 "2009" 0.779 "2010" 17925.406
"535" "cyanamide_hydrogene" "2014" 0 "2015" 5.2 "2015" 5.2
"536" "cyanamide_hydrogene" "2014" 0 "2015" 5.2 "2010" 26
"537" "cyanamide_hydrogene" "2014" 0 "2015" 5.2 "2008" 11986
"538" "cyanamide_hydrogene" "2014" 0 "2015" 5.2 "2009" 23016.76
"539" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2016" 50.54886
"540" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2019" 510.741105
"541" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2014" 0
"542" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2018" 453.535605
"543" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2015" 7.2807
"544" "cydia_pomonella_granulovirus" "2014" 0 "2015" 7.2807 "2017" 160.321014
"545" "cyflufenamid" "2010" 0 "2011" 218.9 "2016" 7011.0393
"546" "cyflufenamid" "2010" 0 "2011" 218.9 "2015" 5812.45759
"547" "cyflufenamid" "2010" 0 "2011" 218.9 "2011" 218.9
"548" "cyflufenamid" "2010" 0 "2011" 218.9 "2014" 4692.21476
"549" "cyflufenamid" "2010" 0 "2011" 218.9 "2019" 6798.84178
"550" "cyflufenamid" "2010" 0 "2011" 218.9 "2017" 7066.09385
"551" "cyflufenamid" "2010" 0 "2011" 218.9 "2018" 8659.99175
"552" "cyflufenamid" "2010" 0 "2011" 218.9 "2012" 203.85
"553" "cyflufenamid" "2010" 0 "2011" 218.9 "2013" 1109.541
"554" "cyhexatin" "2015" 0 "2016" 156.2 "2008" 7617.142175
"555" "cyhexatin" "2015" 0 "2016" 156.2 "2016" 156.2
"556" "cyhexatin" "2015" 0 "2016" 156.2 "2012" 15.06
"557" "cyhexatin" "2015" 0 "2016" 156.2 "2009" 1756.280475
"558" "cyhexatin" "2015" 0 "2016" 156.2 "2017" 93.675
"559" "cyhexatin" "2015" 0 "2016" 156.2 "2018" 0.025
"560" "cyhexatin" "2015" 0 "2016" 156.2 "2011" 12.8
"561" "cyhexatin" "2015" 0 "2016" 156.2 "2010" 58.19
"562" "cyprosulfamide" "2010" 0 "2011" 401.346 "2012" 15125.2794
"563" "cyprosulfamide" "2010" 0 "2011" 401.346 "2011" 401.346
"564" "cyprosulfamide" "2010" 0 "2011" 401.346 "2017" 34493.382165
"565" "cyprosulfamide" "2010" 0 "2011" 401.346 "2018" 37920.28633
"566" "cyprosulfamide" "2010" 0 "2011" 401.346 "2014" 35959.186175
"567" "cyprosulfamide" "2010" 0 "2011" 401.346 "2019" 27389.249584
"568" "cyprosulfamide" "2010" 0 "2011" 401.346 "2013" 29342.324
"569" "cyprosulfamide" "2010" 0 "2011" 401.346 "2015" 39634.45442
"570" "cyprosulfamide" "2010" 0 "2011" 401.346 "2016" 36011.996053
"571" "decane-1-ol" "2011" 0 "2012" 99635.535 "2009" 28031.4
"572" "decane-1-ol" "2011" 0 "2012" 99635.535 "2010" 2.25
"573" "decane-1-ol" "2011" 0 "2012" 99635.535 "2016" 64605.63713
"574" "decane-1-ol" "2011" 0 "2012" 99635.535 "2019" 15580.4
"575" "decane-1-ol" "2011" 0 "2012" 99635.535 "2015" 62900.685
"576" "decane-1-ol" "2011" 0 "2012" 99635.535 "2013" 34384.6484
"577" "decane-1-ol" "2011" 0 "2012" 99635.535 "2014" 68994.505
"578" "decane-1-ol" "2011" 0 "2012" 99635.535 "2017" 59325.59
"579" "decane-1-ol" "2011" 0 "2012" 99635.535 "2008" 17975.25
"580" "decane-1-ol" "2011" 0 "2012" 99635.535 "2012" 99635.535
"581" "decane-1-ol" "2011" 0 "2012" 99635.535 "2018" 88872.824
"582" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2019" 3.57888
"583" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2017" 10.73664
"584" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2012" 135.99744
"585" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2008" 150.31296
"586" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2014" 28.63104
"587" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2010" 143.1552
"588" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2015" 32.20992
"589" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2013" 57.26208
"590" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2009" 96.62976
"591" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2011" 186.10176
"592" "di-1-p-menthene" "2018" 0 "2019" 3.57888 "2016" 14.31552
"593" "dichlormide" "2008" 0 "2009" 197425.273005 "2010" 180709.6162
"594" "dichlormide" "2008" 0 "2009" 197425.273005 "2014" 2974.89085
"595" "dichlormide" "2008" 0 "2009" 197425.273005 "2019" 0.536
"596" "dichlormide" "2008" 0 "2009" 197425.273005 "2013" 65271.1918
"597" "dichlormide" "2008" 0 "2009" 197425.273005 "2008" 0
"598" "dichlormide" "2008" 0 "2009" 197425.273005 "2011" 178584.82886
"599" "dichlormide" "2008" 0 "2009" 197425.273005 "2015" 55.921
"600" "dichlormide" "2008" 0 "2009" 197425.273005 "2017" 4.002
"601" "dichlormide" "2008" 0 "2009" 197425.273005 "2009" 197425.273005
"602" "dichlormide" "2008" 0 "2009" 197425.273005 "2012" 192987.16379
"603" "dichlormide" "2016" 0 "2017" 4.002 "2010" 180709.6162
"604" "dichlormide" "2016" 0 "2017" 4.002 "2014" 2974.89085
"605" "dichlormide" "2016" 0 "2017" 4.002 "2019" 0.536
"606" "dichlormide" "2016" 0 "2017" 4.002 "2013" 65271.1918
"607" "dichlormide" "2016" 0 "2017" 4.002 "2008" 0
"608" "dichlormide" "2016" 0 "2017" 4.002 "2011" 178584.82886
"609" "dichlormide" "2016" 0 "2017" 4.002 "2015" 55.921
"610" "dichlormide" "2016" 0 "2017" 4.002 "2017" 4.002
"611" "dichlormide" "2016" 0 "2017" 4.002 "2009" 197425.273005
"612" "dichlormide" "2016" 0 "2017" 4.002 "2012" 192987.16379
"613" "dichlormide" "2018" 0 "2019" 0.536 "2010" 180709.6162
"614" "dichlormide" "2018" 0 "2019" 0.536 "2014" 2974.89085
"615" "dichlormide" "2018" 0 "2019" 0.536 "2019" 0.536
"616" "dichlormide" "2018" 0 "2019" 0.536 "2013" 65271.1918
"617" "dichlormide" "2018" 0 "2019" 0.536 "2008" 0
"618" "dichlormide" "2018" 0 "2019" 0.536 "2011" 178584.82886
"619" "dichlormide" "2018" 0 "2019" 0.536 "2015" 55.921
"620" "dichlormide" "2018" 0 "2019" 0.536 "2017" 4.002
"621" "dichlormide" "2018" 0 "2019" 0.536 "2009" 197425.273005
"622" "dichlormide" "2018" 0 "2019" 0.536 "2012" 192987.16379
"623" "dichlorvos" "2015" 0 "2016" 2 "2009" 63.7635
"624" "dichlorvos" "2015" 0 "2016" 2 "2008" 89.086558
"625" "dichlorvos" "2015" 0 "2016" 2 "2016" 2
"626" "dichlorvos" "2015" 0 "2016" 2 "2014" 3.75
"627" "dichlorvos" "2015" 0 "2016" 2 "2011" 6.21135
"628" "dichlorvos" "2015" 0 "2016" 2 "2013" 3.900002
"629" "dichlorvos" "2015" 0 "2016" 2 "2010" 1.5982602
"630" "dichlorvos" "2012" 0 "2013" 3.900002 "2009" 63.7635
"631" "dichlorvos" "2012" 0 "2013" 3.900002 "2008" 89.086558
"632" "dichlorvos" "2012" 0 "2013" 3.900002 "2016" 2
"633" "dichlorvos" "2012" 0 "2013" 3.900002 "2014" 3.75
"634" "dichlorvos" "2012" 0 "2013" 3.900002 "2011" 6.21135
"635" "dichlorvos" "2012" 0 "2013" 3.900002 "2013" 3.900002
"636" "dichlorvos" "2012" 0 "2013" 3.900002 "2010" 1.5982602
"637" "dimethenamide" "2016" 0 "2017" 11.5 "2019" 10
"638" "dimethenamide" "2016" 0 "2017" 11.5 "2017" 11.5
"639" "dimethenamide" "2016" 0 "2017" 11.5 "2012" 223.75
"640" "dimethenamide" "2016" 0 "2017" 11.5 "2010" 104.75
"641" "dimethenamide" "2016" 0 "2017" 11.5 "2015" 45.5
"642" "dimethenamide" "2016" 0 "2017" 11.5 "2011" 120
"643" "dimethenamide" "2016" 0 "2017" 11.5 "2013" 0.27
"644" "dimethenamide" "2016" 0 "2017" 11.5 "2008" 59307.495
"645" "dimethenamide" "2016" 0 "2017" 11.5 "2009" 1221.725
"646" "dimethenamide" "2016" 0 "2017" 11.5 "2014" 0.25
"647" "dimethenamide" "2018" 0 "2019" 10 "2019" 10
"648" "dimethenamide" "2018" 0 "2019" 10 "2017" 11.5
"649" "dimethenamide" "2018" 0 "2019" 10 "2012" 223.75
"650" "dimethenamide" "2018" 0 "2019" 10 "2010" 104.75
"651" "dimethenamide" "2018" 0 "2019" 10 "2015" 45.5
"652" "dimethenamide" "2018" 0 "2019" 10 "2011" 120
"653" "dimethenamide" "2018" 0 "2019" 10 "2013" 0.27
"654" "dimethenamide" "2018" 0 "2019" 10 "2008" 59307.495
"655" "dimethenamide" "2018" 0 "2019" 10 "2009" 1221.725
"656" "dimethenamide" "2018" 0 "2019" 10 "2014" 0.25
"657" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2012" 39027.53633
"658" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2014" 62894.019776
"659" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2013" 55941.39145
"660" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2015" 55663.697245
"661" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2016" 54760.531562
"662" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2017" 42230.14836
"663" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2019" 13832.1096
"664" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2010" 3154.177
"665" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2011" 25474.135
"666" "dimoxystrobine" "2009" 0 "2010" 3154.177 "2018" 43220.29123
